"recordTime","hotArr.word","hotArr.word_scheme","hotArr.label_name","hotArr.num","hotArr.category","hotArr.note"
,"满江红秦桧房间是如何设计的","#满江红秦桧房间是如何设计的#","",191611,"影视","满江红秦桧房间是如何设计的"
,"孩子许愿考年级前三孔明灯原路返回","#孩子许愿考年级前三孔明灯原路返回#","",176031,"社会新闻","孩子许愿考年级前三孔明灯原路返回"
,"狂飙","狂飙","新",172930,"影视","狂飙"
,"于正许凯合照","#于正许凯合照#","新",166153,"艺人","于正许凯合照"
,"家人之间情绪稳定有多重要","#家人之间情绪稳定有多重要#","",162474,"情感","家人之间情绪稳定有多重要"
,"吴易昺颁奖典礼中文致谢","#吴易昺颁奖典礼中文致谢#","新",152805,"体育","吴易昺颁奖典礼中文致谢"
,"开学第一天","开学第一天","新",149598,"教育,社会新闻","开学第一天"
,"林孝埈500米两连冠","#林孝埈500米两连冠#","",147538,"体育","林孝埈500米两连冠"
,"李培楠赛前夺冠率只有6%","#李培楠赛前夺冠率只有6%#","新",146647,"游戏","李培楠赛前夺冠率只有6%"
,"老人沉迷玩手机怎么办","#老人沉迷玩手机怎么办#","",144901,"社会新闻,科技","老人沉迷玩手机怎么办"
,"嘎子哥直播间1999元手机1880能买到","#嘎子哥直播间1999元手机1880能买到#","",143821,"社会新闻,网红","嘎子哥直播间1999元手机1880能买到"
,"人工智能","#人工智能#","新",134537,"科技","人工智能"
,"女子30天游13城手绘记录","#女子30天游13城手绘记录#","新",133325,"社会新闻","女子30天游13城手绘记录"
,"听说你喜欢我","听说你喜欢我","",133049,"影视","听说你喜欢我"
,"梅德韦杰夫预言欧洲将彻底消失","#梅德韦杰夫预言欧洲将彻底消失#","",127846,"国外要闻","梅德韦杰夫预言欧洲将彻底消失"
,"五角大楼称F16战机又击落一空中物体","#五角大楼称F16战机又击落一空中物体#","新",124980,"国外要闻","五角大楼称F16战机又击落一空中物体"
"1676254643969","Rihanna补妆","#Rihanna补妆#","新",2300042,"艺人,时尚","Rihanna补妆"
,"修音也救不了的三字歌手","#修音也救不了的三字歌手#","热",1806348,"综艺","修音也救不了的三字歌手"
,"中国救援人员加油保重","#中国救援人员加油保重#","",1293978,"国内要闻","中国救援人员加油保重"
,"专家谈房贷年龄期限可延长到80岁","#专家谈房贷年龄期限可延长到80岁#","新",1236730,"财经,社会新闻","专家谈房贷年龄期限可延长到80岁"
,"官方准备击落山东海域不明飞行物","#官方准备击落山东海域不明飞行物#","热",992542,"军事,社会新闻","官方准备击落山东海域不明飞行物"
,"没有服务器 但我们有冠军","没有服务器 但我们有冠军","新",683451,"游戏","没有服务器 但我们有冠军"
,"70岁阿姨微信被封哭诉会孤独终老","#70岁阿姨微信被封哭诉会孤独终老#","热",597337,"社会新闻","70岁阿姨微信被封哭诉会孤独终老"
,"不吃早餐更容易超重","#不吃早餐更容易超重#","新",592378,"社会新闻","不吃早餐更容易超重"
,"超级碗","超级碗","",574836,"体育","超级碗"
,"狂飙","狂飙","新",518565,"影视","狂飙"
,"已婚男子与人同居生下儿女被刑拘","#已婚男子与人同居生下儿女被刑拘#","新",512775,"社会新闻","已婚男子与人同居生下儿女被刑拘"
,"五角大楼称F16战机又击落一空中物体","#五角大楼称F16战机又击落一空中物体#","新",501727,"国外要闻","五角大楼称F16战机又击落一空中物体"
,"女子酒店健身房洗澡有陌生男子闯入","#女子酒店健身房洗澡有陌生男子闯入#","新",495998,"社会新闻","女子酒店健身房洗澡有陌生男子闯入"
,"蕾哈娜超级碗中场秀造型","#蕾哈娜超级碗中场秀造型#","新",483877,"体育,艺人","蕾哈娜超级碗中场秀造型"
,"土耳其彻查地震中大量建筑倒塌问题","#土耳其彻查地震中大量建筑倒塌问题#","新",482389,"社会新闻","土耳其彻查地震中大量建筑倒塌问题"
,"王楚然好漂亮","王楚然好漂亮","",470183,"影视","王楚然好漂亮"
,"周雨彤录毛雪汪晒与元宝自拍","#周雨彤录毛雪汪晒与元宝自拍#","新",459049,"综艺","周雨彤录毛雪汪晒与元宝自拍"
,"情人节父亲叫跑腿给单身女儿送花","#情人节父亲叫跑腿给单身女儿送花#","新",405660,"社会新闻,情感","情人节父亲叫跑腿给单身女儿送花"
,"回南天是南方人专属的痛","#回南天是南方人专属的痛#","",378316,"情感","回南天是南方人专属的痛"
,"福建泉州不愧是众神人间办事处","#福建泉州不愧是众神人间办事处#","",361027,"社会新闻","福建泉州不愧是众神人间办事处"
,"张大大 许愿池的王八","张大大 许愿池的王八","",336254,"艺人","张大大 许愿池的王八"
,"34岁小伙被36个乡村孩子当爸爸","#34岁小伙被36个乡村孩子当爸爸#","新",330139,"社会正能量","34岁小伙被36个乡村孩子当爸爸"
,"电影院3D眼镜要收费合理吗","#电影院3D眼镜要收费合理吗#","新",319862,"社会新闻,影视","电影院3D眼镜要收费合理吗"
,"李培楠夺冠","#李培楠夺冠#","",292667,"游戏","李培楠夺冠"
,"甘肃定西对彩礼限高","#甘肃定西对彩礼限高#","新",287832,"社会新闻,财经","甘肃定西对彩礼限高"
,"YG新女团PHARITA介绍视频","#YG新女团PHARITA介绍视频#","新",252041,"艺人","YG新女团PHARITA介绍视频"
,"苹果CEO库克3月将赴华参会","#苹果CEO库克3月将赴华参会#","新",241473,"科技","苹果CEO库克3月将赴华参会"
,"SMTOWN官网出现黄旭熙背影照","#SMTOWN官网出现黄旭熙背影照#","",235099,"艺人","SMTOWN官网出现黄旭熙背影照"
,"勇士向NBA投诉开拓者","#勇士向NBA投诉开拓者#","",231505,"体育","勇士向NBA投诉开拓者"
,"超级碗 美国春晚","超级碗 美国春晚","新",231044,"体育","超级碗 美国春晚"
,"人工智能","#人工智能#","新",217691,"科技","人工智能"
,"女子搬家前用3D扫描保存房间","#女子搬家前用3D扫描保存房间#","新",206456,"社会新闻,科技","女子搬家前用3D扫描保存房间"
,"7万盆金鱼草开出一片花海","#7万盆金鱼草开出一片花海#","",203008,"社会新闻","7万盆金鱼草开出一片花海"
,"刘敏涛身材","#刘敏涛身材#","",199244,"影视","刘敏涛身材"
,"农村老人为何不愿意进城养老","#农村老人为何不愿意进城养老#","",197777,"社会新闻,情感","农村老人为何不愿意进城养老"
,"中国男子短道速滑队摘银","#中国男子短道速滑队摘银#","",194255,"体育","中国男子短道速滑队摘银"
,"林孝埈庆祝动作","#林孝埈庆祝动作#","",192303,"体育","林孝埈庆祝动作"
,"多人身体绑藏100斤牛肚入境被查","#多人身体绑藏100斤牛肚入境被查#","",190275,"社会新闻","多人身体绑藏100斤牛肚入境被查"
,"地震中失散的2岁女孩找到了妈妈","#地震中失散的2岁女孩找到了妈妈#","新",184224,"社会新闻","地震中失散的2岁女孩找到了妈妈"
,"泰国人有多爱王嘉尔","#泰国人有多爱王嘉尔#","",179750,"艺人","泰国人有多爱王嘉尔"
,"G2夺冠","#G2夺冠#","",170852,"游戏","G2夺冠"
,"詹姆斯观战超级碗","#詹姆斯观战超级碗#","新",169841,"体育","詹姆斯观战超级碗"
,"小狗其实什么都知道","#小狗其实什么都知道#","",169588,"情感","小狗其实什么都知道"
,"李培楠赛前夺冠率只有6%","#李培楠赛前夺冠率只有6%#","新",168218,"游戏","李培楠赛前夺冠率只有6%"
,"于正说给宋威龙签新剧了","#于正说给宋威龙签新剧了#","",158681,"影视","于正说给宋威龙签新剧了"
,"女子超然楼前背满江红时楼亮了","#女子超然楼前背满江红时楼亮了#","",149998,"社会新闻","女子超然楼前背满江红时楼亮了"
,"强震致土叙超3.3万人遇难","#强震致土叙超3.3万人遇难#","",147061,"社会新闻","强震致土叙超3.3万人遇难"
,"家人之间情绪稳定有多重要","#家人之间情绪稳定有多重要#","",146716,"情感","家人之间情绪稳定有多重要"
,"孩子许愿考年级前三孔明灯原路返回","#孩子许愿考年级前三孔明灯原路返回#","",131965,"社会新闻","孩子许愿考年级前三孔明灯原路返回"
,"林孝埈500米两连冠","#林孝埈500米两连冠#","",123181,"体育","林孝埈500米两连冠"
"1676256447309","Rihanna补妆","#Rihanna补妆#","新",1797835,"艺人,时尚","Rihanna补妆"
,"修音也救不了的三字歌手","#修音也救不了的三字歌手#","热",1595695,"综艺","修音也救不了的三字歌手"
,"中国救援人员加油保重","#中国救援人员加油保重#","",1373373,"国内要闻","中国救援人员加油保重"
,"专家谈房贷年龄期限可延长到80岁","#专家谈房贷年龄期限可延长到80岁#","新",1222225,"财经,社会新闻","专家谈房贷年龄期限可延长到80岁"
,"五角大楼称F16战机又击落一空中物体","#五角大楼称F16战机又击落一空中物体#","新",1204732,"国外要闻","五角大楼称F16战机又击落一空中物体"
,"蕾哈娜超级碗中场秀造型","#蕾哈娜超级碗中场秀造型#","新",788623,"体育,艺人","蕾哈娜超级碗中场秀造型"
,"官方准备击落山东海域不明飞行物","#官方准备击落山东海域不明飞行物#","热",762661,"军事,社会新闻","官方准备击落山东海域不明飞行物"
,"狂飙","狂飙","新",712709,"影视","狂飙"
,"没有服务器 但我们有冠军","没有服务器 但我们有冠军","新",665457,"游戏","没有服务器 但我们有冠军"
,"34岁小伙被36个乡村孩子当爸爸","#34岁小伙被36个乡村孩子当爸爸#","新",644966,"社会正能量","34岁小伙被36个乡村孩子当爸爸"
,"已婚男子与人同居生下儿女被刑拘","#已婚男子与人同居生下儿女被刑拘#","热",635652,"社会新闻","已婚男子与人同居生下儿女被刑拘"
,"情人节父亲叫跑腿给单身女儿送花","#情人节父亲叫跑腿给单身女儿送花#","新",610784,"社会新闻,情感","情人节父亲叫跑腿给单身女儿送花"
,"杨蓉说这回为爱疯一回","#杨蓉说这回为爱疯一回#","新",555116,"影视","杨蓉说这回为爱疯一回"
,"林志颖车祸后首次公开活动","#林志颖车祸后首次公开活动#","新",494921,"艺人","林志颖车祸后首次公开活动"
,"女子酒店健身房洗澡有陌生男子闯入","#女子酒店健身房洗澡有陌生男子闯入#","新",482642,"社会新闻","女子酒店健身房洗澡有陌生男子闯入"
,"王楚然好漂亮","王楚然好漂亮","",476650,"影视","王楚然好漂亮"
,"护心","护心","新",468191,"影视","护心"
,"网友P的张凌赫王楚然合照","#网友P的张凌赫王楚然合照#","新",457752,"艺人","网友P的张凌赫王楚然合照"
,"女子搬家前用3D扫描保存房间","#女子搬家前用3D扫描保存房间#","新",443961,"社会新闻,科技","女子搬家前用3D扫描保存房间"
,"土耳其彻查地震中大量建筑倒塌问题","#土耳其彻查地震中大量建筑倒塌问题#","新",403225,"社会新闻","土耳其彻查地震中大量建筑倒塌问题"
,"不吃早餐更容易超重","#不吃早餐更容易超重#","",393133,"社会新闻","不吃早餐更容易超重"
,"70岁阿姨微信被封哭诉会孤独终老","#70岁阿姨微信被封哭诉会孤独终老#","热",380512,"社会新闻","70岁阿姨微信被封哭诉会孤独终老"
,"蕾哈娜中场秀表演","蕾哈娜中场秀表演","新",373618,"体育,艺人","蕾哈娜中场秀表演"
,"地震中失散的2岁女孩找到了妈妈","#地震中失散的2岁女孩找到了妈妈#","新",368072,"社会新闻","地震中失散的2岁女孩找到了妈妈"
,"超级碗","超级碗","",359415,"体育","超级碗"
,"超级碗 美国春晚","超级碗 美国春晚","新",353794,"体育","超级碗 美国春晚"
,"张大大 许愿池的王八","张大大 许愿池的王八","",317324,"艺人","张大大 许愿池的王八"
,"护心滤镜","#护心滤镜#","新",316434,"影视","护心滤镜"
,"韩媒关注林孝埈连续夺冠","#韩媒关注林孝埈连续夺冠#","新",294526,"体育","韩媒关注林孝埈连续夺冠"
,"电影这么多年官宣定档520","#电影这么多年官宣定档520#","新",272508,"影视","电影这么多年官宣定档520"
,"几乎所有安卓品牌面临高库存风险","#几乎所有安卓品牌面临高库存风险#","新",262542,"科技,财经","几乎所有安卓品牌面临高库存风险"
,"周雨彤录毛雪汪晒与元宝自拍","#周雨彤录毛雪汪晒与元宝自拍#","新",252096,"综艺","周雨彤录毛雪汪晒与元宝自拍"
,"电影闪电侠正式预告","#电影闪电侠正式预告#","新",251252,"影视","电影闪电侠正式预告"
,"SMTOWN官网出现黄旭熙背影照","#SMTOWN官网出现黄旭熙背影照#","",249308,"艺人","SMTOWN官网出现黄旭熙背影照"
,"回南天是南方人专属的痛","#回南天是南方人专属的痛#","",245595,"情感","回南天是南方人专属的痛"
,"福建泉州不愧是众神人间办事处","#福建泉州不愧是众神人间办事处#","",228338,"社会新闻","福建泉州不愧是众神人间办事处"
,"甘肃定西对彩礼限高","#甘肃定西对彩礼限高#","新",226097,"社会新闻,财经","甘肃定西对彩礼限高"
,"林孝埈庆祝动作","#林孝埈庆祝动作#","",213255,"体育","林孝埈庆祝动作"
,"电影院3D眼镜要收费合理吗","#电影院3D眼镜要收费合理吗#","新",208041,"社会新闻,影视","电影院3D眼镜要收费合理吗"
,"李培楠夺冠","#李培楠夺冠#","",201815,"游戏","李培楠夺冠"
,"YG新女团PHARITA介绍视频","#YG新女团PHARITA介绍视频#","",199108,"艺人","YG新女团PHARITA介绍视频"
,"回南天到底是咋回事","#回南天到底是咋回事#","新",173214,"社会新闻","回南天到底是咋回事"
,"G2夺冠","#G2夺冠#","",166037,"游戏","G2夺冠"
,"苹果CEO库克3月将赴华参会","#苹果CEO库克3月将赴华参会#","",164555,"科技","苹果CEO库克3月将赴华参会"
,"李培楠赛前夺冠率只有6%","#李培楠赛前夺冠率只有6%#","新",162825,"游戏","李培楠赛前夺冠率只有6%"
,"詹姆斯观战超级碗","#詹姆斯观战超级碗#","新",162187,"体育","詹姆斯观战超级碗"
,"勇士向NBA投诉开拓者","#勇士向NBA投诉开拓者#","",160232,"体育","勇士向NBA投诉开拓者"
,"7万盆金鱼草开出一片花海","#7万盆金鱼草开出一片花海#","",152052,"社会新闻","7万盆金鱼草开出一片花海"
,"长期不吃早餐会降低大脑功能","#长期不吃早餐会降低大脑功能#","新",150675,"社会新闻","长期不吃早餐会降低大脑功能"
,"银行为何拒绝提前还房贷","#银行为何拒绝提前还房贷#","新",150427,"财经,社会新闻","银行为何拒绝提前还房贷"
